  2.5000000E-02  6.8358728E-04
  7.5000003E-02  0.0000000E+00
  0.1250000      5.4643820E-03
  0.1750000      1.9964686E-02
  0.2250000      0.2741000    
  0.2750000      0.3689378    
  0.3250000       2.211357    
  0.3750000       4.050984    
  0.4250000       3.001462    
  0.4750000       2.457787    
  0.5250000       2.569638    
  0.5750000      0.8801906    
  0.6250000      0.5660141    
  0.6750000      0.7687927    
  0.7250000      0.3061524    
  0.7750000      0.3484475    
  0.8250000      0.1434700    
  0.8750000      5.5609759E-02
  0.9250000      6.7882478E-02
  0.9750000      0.1144735    
   1.025000      9.9096984E-02
   1.075000      0.1900503    
   1.125000      0.3543093    
   1.175000      0.2497978    
   1.225000      0.2846009    
   1.275000      5.4061420E-02
   1.325000      0.1051915    
   1.375000      8.8177226E-02
   1.425000      7.6612672E-03
   1.475000      1.0190743E-02
   1.525000      0.0000000E+00
   1.575000      1.6616628E-02
   1.625000      1.4411183E-02
   1.675000      0.0000000E+00
   1.725000      0.0000000E+00
   1.775000      0.0000000E+00
   1.825000      0.0000000E+00
   1.875000      6.4381798E-05
   1.925000      0.0000000E+00
   1.975000      0.0000000E+00
   2.025000      8.0114689E-05
   2.075000      2.2007094E-11
   2.125000      4.8333673E-05
   2.175000      0.0000000E+00
   2.225000      5.1389212E-05
   2.275000      0.0000000E+00
   2.325000      4.0975768E-02
   2.375000      3.9983122E-03
   2.425000      7.5328569E-03
   2.475000      2.1453944E-04
   2.525000      1.0397073E-02
   2.575000      1.0119476E-02
   2.625000      2.0148112E-02
   2.675000      2.6059570E-03
   2.725000      0.0000000E+00
   2.775000      0.0000000E+00
   2.825000      3.2933969E-02
   2.875000      2.7896110E-02
   2.925000      8.7715493E-04
   2.975000      9.4595095E-03
   3.025000      4.3066163E-03
   3.075000      9.9489663E-04
   3.125000      0.0000000E+00
   3.175000      3.4929902E-04
   3.225000      0.0000000E+00
   3.275000      3.8086268E-04
   3.325000      4.0415930E-06
   3.375000      7.1803750E-03
   3.425000      7.8823175E-03
   3.475000      0.1259213    
